yourlist:M20210221A94466D2655679D1FD8953E075198DA8046206A	Entry
129642	B7Z3I3
140679	Q9H598
847	P04040
847	A0A384P5Q0
2622	O95995
2622	A0A087WZT7
2622	A0A384MR00
2622	B7Z1U9
339896	Q6ZQY3
4286	O75030
4286	A0A087WXU1
4286	B4DNC7
4286	Q8WYR3
349075	A0A0M3HEQ9
7746	O15535
7746	A0A024RCK9
22901	Q96EG1
22901	A0A024R8K1
6662	P48436
192666	Q2M2I5
4665	Q15742
79605	Q8N414
166815	Q4W5G0
166815	B3KNK0
166815	V9HWD1
254531	Q643R3
23203	Q10713
81831	Q8NC67
81831	Q32NC3
79191	P78415
79934	Q96D53
79934	A0A024R0Q9
993	P30304
993	A0A024R2R6
993	D8KXX0
993	K7N7S0
953	P49961
55227	Q9BTT6
80255	Q8WV83
80255	A0A024RAD4
80255	B8ZZV6
80255	B8ZZY4
163702	Q8IU57
249	P05186
249	A0A024RAB4
640	P51451
640	E9PJX5
640	Q05D26
6505	P43005
6570	P54219
6570	Q96GL6
9128	O43172
9128	Q5T1M7
6572	Q16572
54558	Q9NWH7
54558	A0A140VJV1
54558	A8MU33
54558	B4DX17
114034	Q96GM8
3642	Q01101
8539	Q9BZZ5
8539	B4DDR3
8690	Q9Y4A0
8725	O94763
9306	O14544
9306	A0A024R379
80727	Q9C0H2
80727	A0A024R816
80727	Q8WYU9
84662	Q9BZE0
84662	B3KTH4
390667	Q96A99
3581	Q01113
29842	Q9NZI6
341359	Q6XYQ8
283248	Q8IZ40
115209	Q96E52
29063	Q9H5U6
6643	O60749
57143	Q86TW2
84888	Q8TCT8
153733	Q8NEF3
8462	O14901
8462	B7ZAX4
8462	Q53QU8
7546	O95409
7546	A0A024RDY6
79716	Q8NDH3
132158	Q8IVS8
132158	A1LQE8
340665	Q6V0L0
6514	P11168
6514	Q6PAU8
55633	Q9NU19
130752	Q5I0G3
130752	C9JER5
83450	Q9H069
83450	B3KSC6
25793	Q9Y3I1
54414	Q9HAT2
6675	Q16222
6675	A0A140VKC0
126669	Q5VZ18
26959	O60381
26959	A0A024R722
26959	B4DJ36
286207	Q5JU67
2588	P34059
2588	Q6YL38
2588	Q96I49
11284	Q96T60
100506658	Q16625
100506658	A8K3T2
50805	P78413
402569	A9QM74
10954	Q14554
55240	Q658P3
55240	A1P3F0
55240	B8ZZX6
26206	Q99932
26206	A0A140VJV0
83856	Q9BXM9
83856	A0A0C4DG97
83856	B7Z3W5
83856	F8W946
83856	Q8N450
57097	Q9NR21
9283	O60883
57216	Q9ULK5
57216	A8K4L6
84668	Q9BYI3
64577	Q9H2A2
347730	Q86UE6
51449	Q9UHG3
79780	Q8N4S0
79780	A0A024R3B3
79780	A0A2R8Y7C3
1143	P30926
64743	Q9H1Z4
50945	Q9Y458
50945	B3KUL8
785	O00305
785	A0A1B0GTK1
785	A0A1B0GTP5
785	A0A1B0GTX8
785	H0Y476
55920	Q9P258
55920	A0A024RAC5
81669	Q96S94
223	P49189
92312	A1L020
84725	Q96JA3
84725	A0A087X1S6
84725	A0A2P1JJM6
64764	Q70SY1
64764	Q68D60
8875	O95498
403341	Q8NCN2
403341	A0A0C4DFQ2
55269	Q8WXF1
5209	Q16875
5209	B7Z8A0
6641	Q13884
90993	Q96BA8
90993	B2RA75
54938	Q9NP81
56006	Q9H0W8
56006	A0A024R0Q0
3157	Q01581
3157	A0A024R059
1583	P05108
1583	A0A0S2Z3R3
10943	Q8N5Y2
2936	P00390
2936	V9HW90
1146	P07510
1146	A0A6F7YAP6
126917	Q5TF58
9314	O43474
338699	Q8N9B4
338699	A1DRY3
338699	A1XPJ0
338699	E9PIL2
338699	E9PKE2
338699	E9PP91
338699	F8W6I9
3516	Q06330
51056	P28838
79085	Q9BV35
4784	Q14938
4784	B4DHW2
585	Q96RK4
585	A0A0S2Z3A9
8694	O75907
6910	Q99593
51313	Q6UWH4
51313	Q9NYZ0
256471	Q8NHS3
256471	A0A286YF72
256471	A0A286YF73
256471	A0A286YFM2
7567	P17023
84135	Q8TED0
8780	O14730
8780	B0YJ89
8780	B4E1Q4
222643	Q8IV45
222643	H8YHX0
55893	Q9H8N7
55893	Q7L9C8
160419	Q8NA57
160419	F8VSD7
91522	Q86Y22
81556	Q96SY0
81556	B4DWZ3
84280	Q9BSF8
84280	B7Z503
84280	D3DQW7
3998	P49257
3998	A0A024R2A7
65990	Q9BQD7
65990	J3KMW5
151258	Q08AI6
3859	Q99456
79148	Q9H239
79148	B3KV06
79148	C0H5X0
64768	Q9H8X2
2117	P41162
55599	Q96LT9
323	Q92870
323	B4DJ88
323	B4E2F2
323	G5E9Y1
323	Q5I0G1
4899	Q16656
4899	A0A024R770
4899	A0A024R774
2962	P35269
9825	Q9UM82
9825	A8K0S9
9825	B4DID4
54212	Q9NSN8
54212	A0A024R7Y0
54212	A0A2R8Y5T2
54212	A0A2R8Y631
54212	B2RA84
65975	Q9BYT3
65975	B3KS39
65975	B4DDH2
65975	F8WAK5
84749	Q70CQ3
84749	A0A024RBM3
84749	B3KUS5
6571	Q05940
6573	P41440
6573	D3DSM6
1144	Q07001
1144	B4E3W4
9120	O15403
9120	A0A024R8J3
25794	O14926
1718	Q15392
10227	Q14728
10227	D6RE79
26045	O43300
51343	Q9UM11
57583	Q9P2C4
84969	Q96NM4
1807	Q14117
50487	Q9NZ20
10858	Q9Y6A2
619189	A6NH21
5346	O60240
203430	Q8N8U3
55711	Q96K12
55711	A0A024RAW7
55711	B2RBI0
55711	Q9NUX8
147	P35368
3550	Q13123
3550	Q95HA6
3550	Q9UK43
117247	Q8TF71
11245	Q14439
81602	Q9BWV3
84988	Q96I34
84000	Q9BYE2
93099	Q6E0U4
93099	A3EZ84
93099	C9IYI1
57711	Q6P280
57711	A0A0C4DFR4
100507003	I3L273
147495	Q8J025
642938	Q6ZSG2
25825	Q9Y5Z0
57460	Q9ULR3
84216	Q9H0C3
84216	F8VS00
84216	Q05C15
94	P37023
94	A0A0S2Z310
3888	Q9NSB4
6301	P49591
6301	Q0VGA5
6301	Q5T5C7
81025	P57773
81025	A0A654IBV8
54504	Q9H3G5
54504	A0A024RA40
27434	Q9NP87
57621	Q8N680
2444	P42685
26503	Q9NRA2
7360	Q16851
7360	A0A140VKE1
1591	Q07973
3755	Q9UIX4
3755	Q86Y85
83874	Q9BXI6
83874	A7E244
83874	B7ZVY9
2244	P02675
2244	V9HVY1
64902	Q9BYV1
201456	Q8NCQ5
201456	A0A024R389
153	P08588
27301	Q9UBZ4
27301	B4DWI9
27301	B7ZA71
27301	E5KN95
254428	Q8IVJ1
254428	B2RMP2
5987	P14373
5987	A0A1U9X8R9
92	P27037
158427	Q5T7W7
55234	Q2TAY7
55234	A0MNN4
220963	Q7RTY1
117	P41586
117	A0A090N8F8
5420	O00592
5420	Q96N83
115004	Q8N884
114789	Q6KCM7
84619	Q8N5A5
84619	A0A0S2Z5X3
5818	Q15223
5356	O43660
202243	Q86Z20
202243	B4DSR1
202243	Q2HJ12
9480	O95948
196743	Q6QHF9
2521	P35637
2521	Q13344
2521	Q6IBQ5
151473	Q7RTX9
284114	Q8N9M5
6199	Q9UBS0
4209	Q14814
54831	Q8NFU1
196951	Q96M60
56603	Q9NR63
56603	E7ER08
201798	Q8IY51
729440	Q9Y6R9
4303	P98177
25945	Q9NQS3
130132	Q52LD8
8837	O15519
8837	A0A024R3Y3
8837	A0A024R3Y4
8837	A0A336TY74
8837	B4E361
8837	E9PAP3
8837	Q59F61
121536	Q6ZN18
81607	Q96NY8
81607	K4PZ75
3744	Q16322
1580	P13584
1580	B4DV41
1580	Q8IZB0
2555	P47869
2555	A0A024R9X6
2555	E9PBQ7
340120	A5PLL1
55657	Q9BU19
115196	Q86TJ5
115196	B3KNM4
123016	Q8TAM2
123016	A0A0C4DGH8
123016	A0A0C4DGX9
123016	A0A0C4DGY3
123016	B3KSL8
123016	Q86U25
55571	Q9UKZ1
91614	Q96QD5
372	P48444
372	B0YIW5
93107	Q8TDN1
93107	Q32MC1
93107	Q547S7
84878	Q96K62
84878	A0A024R4T8
389257	A6NHZ5
22841	Q7L804
55971	Q9UHR4
1201	Q13286
1201	A0A024QZB8
1201	B4DFF3
1201	B4DMY6
1201	Q2TA70
2119	P41161
5034	P07237
5034	A0A024R8S5
57821	Q5TID7
57821	B2R917
2271	P07954
2271	A0A0S2Z4C3
219855	Q8TED4
1758	Q13316
10616	Q9BYM8
10616	A6PVJ6
10616	A6PVK0
7275	P50607
83987	Q9H0W5
83987	G8IFA7
7288	O00295
6693	P16150
6693	A0A024R629
11151	P31146
11151	A0A024R611
6722	P11831
6722	A0A024RD16
6722	B4DU24
23549	Q9ULA0
23549	A0A024R443
23549	B7Z7F0
23549	E5RIA4
23549	E7ETB3
3932	P06239
3932	A0A0S2Z3Y4
3932	A0A0S2Z3Y8
3932	Q573B4
22806	Q9UKT9
6517	P14672
2313	Q01543
2313	A0A024R3K4
2313	A0A024R3M5
2313	A0A024R3N6
5498	P50336
148281	Q5T7P8
148281	I6L9C3
4774	Q12857
1738	P09622
1738	A0A024R713
1738	E9PEX6
2057	P19235
90025	Q7Z6J8
90025	Q4G0J6
90025	Q4G0X5
55668	Q9NWQ4
55668	A0A024R6E4
55668	A0A024R6J0
200558	Q8IW19
9576	O75602
9576	A0A0A0MRT8
9576	A0A140VJU9
55346	Q9NUJ3
55346	B3KQZ4
644943	A6NK89
10413	P46937
10413	A0A024R3E4
10413	K0KVU2
10413	Q86T74
64066	Q9H306
10587	Q9NNW7
10587	E7EWK1
949	Q8WTV0
949	A0A024RBS4
1791	P04053
1571	P05181
148808	Q8N468
148808	Q96KX6
80185	Q6NXR4
80185	E5RIH5
23190	Q92575
2232	P22570
2232	A0A0A0MSZ4
2232	A0A0A0MT64
2232	A0A0A0MTN9
2232	A0A0A0MTR6
2232	A0A0C4DFN8
2232	A0A0C4DGN7
254240	Q8NFQ6
1594	O15528
10818	Q8WU20
10818	L7RTG7
2193	Q9Y285
2193	Q6IBR2
10006	Q8IZP0
10006	A0A0A0MRT6
10006	B6VEX3
10006	B6VEX4
10006	B6VEX5
80153	Q96F86
9247	O75603
124961	Q96NJ6
6461	Q15464
11046	Q76EJ3
11046	A0A024R9N5
63929	Q9NQH7
63929	A0A087X0Z2
29929	Q9Y672
3053	P05546
3053	Q8IVC0
118663	Q32M84
155185	Q400G9
155185	A4D202
2158	P00740
8973	Q15825
10665	Q5SRN2
10665	A0A1U9X7D1
10665	B4DXY0
10665	E9PLW3
10665	Q13647
151126	Q569K4
57542	Q9P2K6
57542	B2RNT7
57542	F5H523
54407	Q96QD8
54407	A0A024R0W3
54407	Q8NHT5
7779	Q9Y6M5
54680	Q9NWK9
10827	Q9NRY5
10827	A0A140VKG4
10827	B3KTE4
10827	B4DQT0
10827	E7ESJ7
10827	I6L9D5
81786	Q9C029
4782	P08651
4782	B7Z4T6
400224	A6NEE1
10732	Q9UL49
10732	Q86TP4
9420	O75881
9420	Q05C57
1136	P32297
146439	A1A5D9
8786	O94810
8786	B7Z285
8786	Q4TT70
1386	P15336
1386	A4D7V5
6448	P51688
80279	Q96JB5
1140	P11230
51493	Q9Y3I0
91	P36896
333926	Q5JR12
79919	Q08AI8
79919	A0A024R4C0
79919	B3KU29
8976	O00401
51127	Q9Y577
51127	A0A024R3R3
51127	B3KP04
84918	Q86VZ4
84918	B4DS68
84918	Q5VYB9
6640	Q13424
128859	Q8NFQ5
56731	Q9NR83
84680	Q96QU6
84680	A0A0S2Z622
51802	Q9NY37
124359	Q8N8U2
79068	Q9C0B1
79068	A0A1B0GTC5
79068	B3KU60
79068	Q99770
147700	Q6P597
147700	A0A024R0V3
2923	P30101
2923	V9HVY3
51760	Q9BSW7
51760	H3BN78
51760	H3BRH9
1736	O60832
9025	O76064
5711	Q16401
10454	Q15750
10454	A8K6K3
6472	P34897
6472	A0A024RB99
6472	B4DJQ3
6472	B4DLV4
6472	Q5BJF5
6472	Q5HYG8
6472	V9HW06
27339	Q9UMS4
84286	Q9BSA9
84286	F6UWG6
51091	Q9HD40
51091	A1A4F3
11035	Q9Y572
79635	Q6ZUS5
91373	Q3KQV9
5611	Q13217
5611	A8KA82
51606	Q9UI12
51606	A0A024R7U9
51606	A0A024R7X3
51606	B3KUZ7
51305	Q9NPC2
51305	A0A024R9H3
80167	B7WP89
3299	Q9ULV5
3299	A0A024R6X7
122618	Q96BZ4
122618	A0A3B3IT68
122618	B4DI07
122618	B4DJQ6
122618	F5H2B5
6729	P61011
4205	Q02078
4205	A0A0S2Z417
4205	A0A0S2Z453
4205	A0A0S2Z454
4205	A0A0S2Z4C8
4205	A0A0S2Z4N0
4205	A8K720
57467	Q9HCP6
57467	A0A024R2R3
57467	Q5QTR4
10991	Q99624
7454	P42768
7454	A0A024QYX8
10241	Q13137
5345	P08697
284098	Q7Z7B1
7046	P36897
7046	B4DXN7
7046	B4DY26
7046	Q5T7S2
311	P50995
311	Q5T0G8
84614	Q5TC79
84614	B7Z7Z4
120103	Q6YBV0
53834	Q8N441
53834	A0PJ49
10146	Q13283
10146	Q5U0Q1
10146	Q6ZP53
85313	Q8WUA2
84694	Q969M2
84694	A0A654ICQ6
23657	Q9UPY5
1	P04217
1	V9HWD8
145864	Q96S86
145864	A0A024RC58
145864	A8K7T8
145864	H3BTH8
25917	Q9BV44
25917	A0A024R2D3
51068	Q96D46
51068	C9JA08
148	P35348
148	B0ZBD3
51271	Q9NZ09
51271	A0A6G6AA68
400935	Q6ZVW7
9068	O95841
1595	Q16850
1595	A0A0C4DFL7
261729	Q8NFT2
261729	B3KS24
261729	Q6YPB2
79070	Q6UW63
22884	Q9Y2I8
27012	Q6PIU1
137872	Q8IWW8
66035	Q9BYW1
66035	A0A087X018
66035	B7Z6F0
66035	Q6PJ99
22953	Q9UBL9
22953	Q32MC3
2303	Q99958
7456	O43516
7456	A0A140VJZ9
7456	Q2YDC4
3760	P48549
3760	D2X9V0
3760	D2XBF0
1615	P14868
1615	A0A140VJW5
7024	Q12800
7024	A0A024R120
1141	P17787
1141	Q5SXY3
10946	Q12874
10946	B4DW90
80745	Q9BTF0
80745	B4DP37
80745	Q969Z2
10810	Q9UPY6
10810	Q5T8P4
5360	P55058
8050	O00330
120227	Q6VVX0
23621	P56817
23621	A0A024R3D5
23621	A0A024R3D7
23621	A0A024R3E8
23621	A0A024R3F9
23621	B7Z3K2
23621	B7Z3Z4
23621	Q5W9H2
348180	Q2VPK5
348180	H3BSW6
283777	Q8N8A8
204219	Q8IU89
56852	Q9NS91
57125	Q8IUK5
11137	Q13610
11137	A0A024RBH5
11137	B4DJV5
1196	P49760
1196	A8K7I0
1196	B7Z8N6
4582	P15941
4582	A0A087X0L2
4582	A0A087X2A4
4582	A0A0A0MRB3
4582	A0A0C4DGW3
4582	A0A384NPK6
4582	A5YRU5
4582	A5YRU7
4582	A5YRV0
4582	A5YRV2
4582	A6ZID6
4582	A6ZID7
4582	A6ZIE4
4582	A6ZIE6
4582	B6ECB3
4582	Q7Z538
4582	Q7Z551
9122	O15374
10487	Q01518
10487	D3DPU2
126402	Q8IYK2
3459	P15260
3459	A0A0S2Z3Y2
3459	A0A2R8Y4U4
140691	Q86WT6
140691	H0YL66
3990	P11150
3990	A6H8L5
10562	Q6UX06
10562	A0A024QZ95
5740	Q16647
83690	Q9H336
83690	B7Z8V9
1581	P22680
23052	O94919
84260	Q9BT92
84260	A0A024RBM9
115509	Q96CS4
18	P80404
18	X5D8S1
654	P22004
654	B4DUF7
654	Q4VBA3
390212	Q8TDT2
390212	A0A0I9RJ67
3737	P16389
991	Q12834
8910	O43556
8910	A0A0S2Z4P5
8910	A0A2R8Y5J3
8910	A0A2R8YGQ3
8910	A0A2R8YH84
8910	B4DP78
8910	C9JR67
8910	E9PEH6
3663	Q13568
3663	A0A0G2USB5
3663	B7Z1M2
3663	C9JAU6
135935	O60393
9499	Q9UBF9
9499	A0A0C4DFM5
9499	B4DT68
80301	Q8TD55
5455	P20264
388931	A6NFX1
116412	Q96EG3
7633	Q15937
7633	A0A087X2B0
7633	B4DY65
7633	B7ZAB8
7633	F5H032
440138	Q2TAA5
8200	P43026
8200	F1T0J1
5324	Q6DJT9
5324	A0A024R7Z0
10714	Q15054
10714	A0A024R5M8
9702	Q86XR8
23417	O95822
10265	P78411
26121	Q8WWY3
1582	Q9UNU6
9118	Q16352
100131211	A6NFY4
8877	Q9NYA1
8877	Q53ZR5
7756	O43670
4327	Q99542
85478	Q8IXS2
85478	B4DXQ7
921	P06127
2872	Q9HBH9
2872	B3KS07
55274	Q8WUB8
2202	Q12805
2202	A0A0S2Z3V1
2202	A0A0S2Z4F1
2202	B2R6M6
51378	Q9Y264
10404	Q9Y646
10404	A0A024R9B8
4204	P51608
4204	A0A140VKC4
4204	D3YJ43
4204	Q59FJ6
10107	Q9UDY6
10107	A0A1U9X8M5
8645	O95279
8645	A0A024RD32
8645	A0A0B6VPR3
4146	P21941
91544	Q5T124
201243	Q0P670
121278	Q8IWU9
5547	P42785
5547	A0A024R5L0
5547	B7Z7Q6
54834	Q9NXN4
64850	Q8TBG4
64850	B7Z224
64850	E7ENR6
93436	Q6NXE6
83440	Q9BRR6
51605	Q9UJA5
284	Q15389
284	B4DTQ9
29785	Q96SQ9
2696	P48546
54854	Q2M2I3
55540	Q9NRM6
1592	O43174
9088	Q99640
9088	Q0IJ49
331	P98170
331	B2R9R2
285	O15123
5526	Q15173
5526	A0A024R593
1687	O60443
1687	A0A024RA58
1687	A4FVA8
90007	Q504T8
9260	Q9NR12
79187	Q9BTV5
79187	M0R366
57570	Q32P41
64582	Q8IZ08
29106	Q8WXD2
9358	O95965
9358	A0A024RDW7
9358	A0A087WY35
9358	B4DN32
5326	Q9UPG8
83716	Q9H0B8
83716	A0A140VK80
285343	Q8N3R3
285343	A0A024R2R9
7041	O43294
7041	A0A024QZE7
10817	O43559
10817	A0A140VJJ7
8942	Q16719
54868	Q8NE00
54868	A0A024R8L3
286133	Q6ZMJ2
3736	Q09470
10560	O60779
10560	A0A024R8Y5
10560	A0A024R928
84255	Q8NCC5
91461	Q504Y2
84620	Q96JF0
3754	Q9H3M0
377841	Q5MY95
954	Q9Y5L3
4752	P51956
4752	Q6ZN64
79147	Q9H9S5
79147	A0A024R0R7
54681	Q9NXG6
80325	Q969K4
4150	P56270
4150	Q59GP8
83953	Q8WWV6
83953	A0A0B4J1S2
7266	Q99615
63951	Q5VZB9
8086	Q9NRG9
79906	Q5T089
284615	Q69YU3
9813	O75071
285641	Q495N2
9831	O75123
400506	Q1ED39
2564	P78334
10786	O00476
10786	A0A024QZX7
55650	Q9NUD9
23087	Q9UPQ4
23087	E5RGB3
51380	Q9Y600
51380	A0A024RAX7
51380	Q86V02
51380	Q96JQ3
170384	Q495W5
55733	Q5VTY9
55733	B7Z2U8
55733	B7Z5N1
59307	Q6IA17
59307	C9JFX4
126668	Q5VZ19
57463	Q86WK6
2926	Q12849
2926	A0A024RD99
136991	Q8WWH4
55374	Q96DC7
55374	A8K0D0
10307	O95704
10307	Q59EH2
10307	Q96DX9
25893	Q8NG06
23452	Q9UKU9
23452	A0A024R868
9684	Q15048
4320	P24347
4320	B3KQS8
5829	P49023
5829	A0A140VJQ8
5184	P12955
5184	A0A140VJR2
10283	Q6UX04
10283	D6REK3
54905	Q8TAV3
6624	Q16658
6624	A0A384MEG1
6624	B3KTA3
152405	Q96M34
7020	P05549
130399	Q8NER5
81493	Q9H7C4
728116	Q8NAP8
55116	Q9GZU3
55116	B3KRL9
55116	Q9BT39
55116	Q9NW51
84318	Q9BR77
54934	Q9H9L4
56605	Q86YB8
5546	Q92733
5546	A0A0S2Z456
5546	A0A0S2Z470
5546	Q96FT4
6513	P11166
6513	Q59GX2
390874	O60422
79683	Q8IZN3
63894	Q9H9C1
63894	B4DMB7
63894	Q6IA61
22863	Q6ZNE5
55177	Q96TC7
55177	A0A024R9P6
55323	Q9BRS8
4211	O00470
26747	Q9UHK0
143686	P58005
1783	O43237
1783	A0A024R6Z0
1783	Q63HJ8
147929	Q8N9K5
4858	Q9UNW9
5734	P35408
5734	A0PJF5
56172	Q9HCJ1
100101467	Q86W11
100101467	A0A0C4DGV0
51365	Q53H76
51365	G5E9W0
151963	Q8IYB1
130026	Q8NDH6
130026	A0A024R3W3
130026	Q96Q33
4193	Q00987
4193	A0A0A8KB75
4193	A7UKX7
4193	A7UKX8
4193	A7UKX9
4193	G3XA89
4193	Q96DS0
7054	P07101
7054	P78428
2115	P50549
2115	B5MCT2
2115	B7Z2C9
10135	P43490
10135	A0A024R718
114801	Q86VY9
114801	A8K2A1
3790	Q9BQ31
143425	Q86SS6
1572	P24903
23624	Q9ULV8
23194	Q9UJT9
10425	O95376
10425	Q53ET9
10425	Q6IBL8
3269	P35367
4194	O15151
4194	A0A087WTR9
4194	A0A087WUE3
4194	A0A087WZ58
4194	Q59FS6
4194	Q68DC0
4608	Q13203
79750	Q9H6B1
7113	O15393
154141	Q6ZNC8
81558	Q9C073
64518	Q9BXF9
124975	Q6P531
124975	B4DKN3
124975	J3KPJ0
124975	Q6ZPD7
23516	Q15043
23516	A0A0S2Z534
148641	Q8IY50
4653	Q99972
4653	A0A0S2Z421
80308	Q8NFF5
64645	Q96MC6
9295	Q05519
950	Q14108
950	A0A024RDG6
9512	O75439
9512	B3KM34
9512	Q96CP5
64327	Q8WVP7
55745	Q9H0R1
55745	A0A024R654
55745	E7EQ45
90525	B3KTY1
90525	B4DWP8
90525	B4E1A9
90525	H0YLM1
150572	Q8NB12
150572	E9PHG3
150572	Q5HYE8
84056	Q9BW62
84056	A0A024RDP8
84056	B3KUK7
79792	P57764
23646	Q8IV08
23646	A0A024R0Q4
55228	Q86V59
123036	Q8N9U0
161198	Q86T13
1198	P49761
1198	B3KRI8
26043	O94888
51747	O95232
51747	A8K3C5
51747	J3KPP4
51747	Q86Y74
54475	Q9NVX2
112885	Q96EK2
112885	A0A0S2Z665
112885	A0A0S2Z6R3
112885	B1AHC5
55716	Q6UX01
55716	A0A024R0Y9
55716	A0A024R0Z6
55716	A0A0S2Z6E3
94233	Q9UHM6
55061	Q5VX71
55061	A0A140VK55
55061	B3KTY0
55061	B7Z469
1802	Q9BQC3
1802	B3KRB8
285704	Q6NW40
285704	J3KNF6
29015	Q8NBI5
29015	A0A024R4Y2
29015	B0AZP8
29800	Q8WTX9
29800	I3L202
126147	Q8WTR8
146279	Q96M29
55254	Q9NV64
79663	Q96EW2
79663	A8K045
221496	Q8NC56
221496	A0A024RCZ1
11252	Q9UNF0
11252	Q6FIA3
83932	Q9H040
83932	A0A024R3U2
221002	Q8N9B8
118429	P58335
118429	A4FUA5
118429	J3KPY9
118429	Q32Q26
29952	Q9UHL4
651746	A6NCL7
27098	Q15846
27098	B7Z5R4
27098	F5GWQ8
146562	Q8IYS4
4664	Q13506
4664	A8K8T1
4664	B4DKG1
4664	B8ZZS2
2642	P47871
10269	O75844
55300	Q8TCG2
55300	G5E9Z4
1644	P20711
1644	A0A087WV24
1644	A0A0S2Z3N4
1644	Q53Y41
153396	Q8NDZ6
153396	B7Z6T3
153396	B7Z6X1
153396	E9PCX5
10081	Q8N8D1
10081	Q6IEG3
81928	Q9BTV7
79899	Q6MZQ0
79899	B3KNU3
117854	Q9C030
6404	Q14242
25850	Q14585
25850	B2RCE4
2290	P55316
64927	Q5W5X9
135892	Q86XT4
135892	B7ZLG2
135892	Q2M204
80178	Q7L2K0
2078	P11308
2078	A0A0C4DG41
2078	B4DN83
2078	B4DVX5
2078	B5MDW0
10486	P40123
10486	Q5JPJ8
841	Q14790
841	A0A024R3Z8
9971	Q96RI1
9971	B6ZGS9
9971	F1DAL1
81539	Q9H2H9
81539	A0A024R124
81539	F8VX04
8564	O15229
8564	A8K693
55572	Q96CU9
55572	B4DXM1
2113	P14921
2113	A8K725
2113	B4DW78
57104	Q96AD5
81490	Q9BVG9
81490	A0A024RC97
2306	O60548
4759	Q9Y3R4
221833	Q8IXZ3
221833	A8K350
644150	A6NGB9
148066	Q8WWF5
10469	O43615
678	P47974
78997	Q96MZ0
78997	A0A087WWT8
78997	B7Z1I3
78997	H0UIB3
57060	P57723
57060	A0A024R2Y0
57060	C9J0A4
9562	Q9UNW1
387700	Q6ZSM3
56548	Q9NS84
3059	P14317
51193	Q9UID6
7718	P49910
7718	Q53Z40
10162	Q6P1A2
1959	P11161
55315	Q9BZD2
310	P20073
310	B2R657
3142	Q14774
60680	Q8N6W0
4145	P42679
4145	F1T0G6
55819	Q86XS8
55819	E5RI87
55819	Q2HIY3
84804	Q8NBP5
84804	B4DKY6
55128	Q6AZZ1
3437	O14879
3437	Q5T765
51684	Q9UMX1
51684	A0A223LX15
7942	P19484
7942	A0A024RCY3
7942	B0QYS6
83879	Q9BWT1
26003	Q9H8Y8
11232	Q9UHN1
11232	E5KS15
6470	P34896
784	P54284
3856	P05787
3856	Q7L4M3
64106	Q9GZQ6
10367	Q9BPX6
79155	Q8NFZ5
79155	D6RGJ2
23608	Q9UHC7
340061	Q86WV6
340061	J3QTB1
340061	V5V0K2
285753	Q8IYX8
285753	E5RFY4
167153	Q6PIY7
167153	D6RAF2
55258	Q86YJ6
55258	A8K0C1
4148	O15232
138429	Q5T9C9
3359	P46098
3359	B4E398
29997	Q9NZM5
57003	Q96A33
138199	Q8N4J0
5226	P52209
5226	B4E2U0
55532	Q6XR72
55532	B3KR19
3995	Q9Y5Q0
3995	A0A024R564
4208	Q06413
4208	A0A024RAL6
4208	A0A024RAL7
4208	A0A0D9SGI5
4208	D8L7E9
54555	Q9Y6V7
23604	Q9UIK4
23604	A0A024R603
1796	Q99704
1796	B3KP83
1796	B4DJN1
1796	Q14CB2
1796	Q2TA81
56660	Q9HB15
27248	Q96DZ1
27248	V9HWD3
9784	Q15036
9784	B4DDM3
9784	B4DQ37
9784	B4DTB8
7071	Q13118
5150	Q13946
1656	P26196
1656	B2R858
2931	P49840
2931	A0A024R0L5
55012	Q969Q6
79690	Q96RP7
203100	P83105
8292	Q9Y215
7132	P19438
7132	J9PH39
9194	O60669
9194	A0A024RBB2
11221	Q9Y6W6
1629	P11182
9908	Q9UN86
9908	A0A024RDB2
9908	A0A024RDE5
11179	Q9NRM2
995	P30307
995	B4DX61
23176	Q92599
23176	A6NFQ9
23176	B7ZVZ1
10391	Q9UQ03
64969	P82675
220213	Q5VV17
10605	Q9H074
23186	Q9UKL0
24138	Q13325
493829	Q6ZMU5
146330	Q8N461
60506	Q9GZU5
152137	Q8IVM0
6659	Q06945
100131390	P0CG40
257101	Q8IZ20
1269	P34972
1269	A0A024RAH7
2670	P14136
2670	A7REI1
203228	Q96LT7
719	Q16581
719	A8K2H7
83480	Q9BZE2
83480	A0A087WY59
54482	Q9NUP7
27022	Q9UJU5
1112	O00409
1112	A0A024R6I1
3032	P55084
3032	F5GZQ3
3929	P18428
3929	Q8TCF0
282974	Q86UX6
282974	A0A140VJW0
282974	B7Z7J1
282974	H0Y349
282974	H0Y431
7205	Q15654
435	P04424
435	A0A024RDL8
435	A0A0S2Z316
7372	P11172
7372	A8K5J1
92370	Q8TE99
92370	B7Z3R9
92370	B7Z4T2
92370	Q9NT50
5624	P04070
3665	Q92985
3665	A0A024RCA2
3665	B4E1B1
3665	M9RSF4
3382	Q05084
3382	A0A024RA29
7988	Q9UDV6
7988	A0A090N8N3
7988	B3KQE6
10085	O43854
246269	Q8WV93
60677	Q96J87
2649	Q15406
2649	F1D8S0
2649	F1DAM1
9885	Q9H1P3
9885	B4DKJ8
9885	E7ET92
1132	P08173
7384	P31930
2624	P23769
29760	Q8WV28
29760	Q2MD54
29760	Q2MD59
9093	Q96EY1
9093	B3KM81
9093	Q53G26
9093	Q59E88
7741	Q16670
7741	A0A024RCN4
